Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,35,174,0.000000,24,184,0.000000,51,100
Sample02,0.000000,26,120,0.000000,23,182,0.000000,51,80
Sample03,0.000000,27,126,0.000000,23,182,0.000000,53,86
Sample04,0.000000,24,108,0.000000,24,184,0.000000,49,86
Sample05,0.000000,33,162,0.000000,23,182,0.000000,52,93
Sample06,0.000000,38,192,0.000000,22,180,0.000000,52,97
Sample07,0.000000,18,72,0.000000,24,184,0.000000,48,77
Sample08,0.000000,33,162,0.000000,23,182,0.000000,55,104
Sample09,0.000000,29,138,0.000000,25,186,0.000000,56,97
Sample10,0.000000,26,120,0.000000,23,182,0.000000,48,85
