Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,40,204,0.000000,22,180,0.000000,50,95
Sample02,0.000000,34,168,0.000000,22,180,0.000000,54,91
Sample03,0.000000,20,84,0.000000,20,176,0.000000,51,88
Sample04,0.000000,37,186,0.000000,20,176,0.000000,49,98
Sample05,0.000000,35,174,0.000000,24,184,0.000000,48,89
Sample06,0.000000,24,108,0.000000,25,186,0.000000,50,87
Sample07,0.000000,39,198,0.000000,20,176,0.000000,52,93
Sample08,0.000000,23,102,0.000000,23,182,0.000000,46,79
Sample09,0.000000,29,138,0.000000,21,178,0.000000,47,88
Sample10,0.000000,29,138,0.000000,24,184,0.000000,48,89
