Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,27,126,0.000000,23,182,0.000000,54,95
Sample02,0.000000,30,144,0.000000,23,182,0.000000,61,106
Sample03,0.000000,28,132,0.000000,25,186,0.000000,53,90
Sample04,0.000000,32,156,0.000000,21,178,0.000000,58,103
Sample05,0.000000,28,132,0.000000,23,182,0.000000,50,87
Sample06,0.000000,21,90,0.000000,23,182,0.000000,52,85
Sample07,0.000000,34,168,0.000000,25,186,0.000000,53,98
Sample08,0.000000,29,138,0.000000,25,186,0.000000,51,92
Sample09,0.000000,32,156,0.000000,24,184,0.000000,49,86
Sample10,0.000000,38,192,0.000000,23,182,0.000000,61,106
