Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,41,210,0.000000,21,178,0.000000,49,90
Sample02,0.000000,29,138,0.000000,21,178,0.000000,49,82
Sample03,0.000000,34,168,0.000000,23,182,0.000000,45,74
Sample04,0.000000,31,150,0.000000,23,182,0.000000,49,82
Sample05,0.000000,23,102,0.000000,24,184,0.000000,57,98
Sample06,0.000000,39,198,0.000000,22,180,0.000000,57,106
Sample07,0.000000,34,168,0.000000,23,182,0.000000,52,89
Sample08,0.000000,36,180,0.000000,22,180,0.000000,46,83
Sample09,0.000000,36,180,0.000000,24,184,0.000000,49,94
Sample10,0.000000,43,222,0.000000,21,178,0.000000,57,106
