Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,29,138,0.000000,24,184,0.000000,60,101
Sample02,0.000000,26,120,0.000000,24,184,0.000000,57,102
Sample03,0.000000,35,174,0.000000,23,182,0.000000,46,79
Sample04,0.000000,27,126,0.000000,20,176,0.000000,57,98
Sample05,0.000000,37,186,0.000000,25,186,0.000000,62,103
Sample06,0.000000,36,180,0.000000,22,180,0.000000,49,94
Sample07,0.000000,29,138,0.000000,24,184,0.000000,51,92
Sample08,0.000000,28,132,0.000000,24,184,0.000000,44,73
Sample09,0.000000,29,138,0.000000,23,182,0.000000,50,91
Sample10,0.000000,36,180,0.000000,23,182,0.000000,47,84
