Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,26,120,0.000000,21,178,0.000000,52,105
Sample02,0.000000,29,138,0.000000,25,186,0.000000,45,70
Sample03,0.000000,39,198,0.000000,21,178,0.000000,49,90
Sample04,0.000000,32,156,0.000000,21,178,0.000000,49,78
Sample05,0.000000,32,156,0.000000,22,180,0.000000,47,92
Sample06,0.000000,28,132,0.000000,24,184,0.000000,50,95
Sample07,0.000000,21,90,0.000000,24,184,0.000000,52,85
Sample08,0.000000,34,168,0.000000,23,182,0.000000,49,86
Sample09,0.000000,31,150,0.000000,22,180,0.000000,52,93
Sample10,0.000000,31,150,0.000000,23,182,0.000000,53,102
