Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,34,168,0.000000,23,182,0.000000,53,90
Sample02,0.000000,40,204,0.000000,22,180,0.000000,45,74
Sample03,0.000000,26,120,0.000000,25,186,0.000000,52,89
Sample04,0.000000,35,174,0.000000,24,184,0.000000,50,99
Sample05,0.000000,26,120,0.000000,22,180,0.000000,45,74
Sample06,0.000000,26,120,0.000000,24,184,0.000000,51,88
Sample07,0.000000,24,108,0.000000,25,186,0.000000,53,98
Sample08,0.000000,33,162,0.000000,23,182,0.000000,58,91
Sample09,0.000000,36,180,0.000000,24,184,0.000000,55,92
Sample10,0.000000,28,132,0.000000,25,186,0.000000,53,98
