Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,36,180,0.000000,22,180,0.000000,50,87
Sample02,0.000000,32,156,0.000000,24,184,0.000000,52,97
Sample03,0.000000,29,138,0.000000,24,184,0.000000,49,90
Sample04,0.000000,32,156,0.000000,22,180,0.000000,54,91
Sample05,0.000000,36,180,0.000000,21,178,0.000000,47,84
Sample06,0.000000,36,180,0.000000,24,184,0.000000,50,95
Sample07,0.000000,35,174,0.000000,24,184,0.000000,56,105
Sample08,0.000000,25,114,0.000000,24,184,0.000000,52,93
Sample09,0.000000,37,186,0.000000,22,180,0.000000,49,90
Sample10,0.000000,36,180,0.000000,22,180,0.000000,53,90
