Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,36,180,0.000000,21,178,0.000000,50,79
Sample02,0.000000,42,216,0.000000,20,176,0.000000,57,102
Sample03,0.000000,34,168,0.000000,22,180,0.000000,47,84
Sample04,0.000000,33,162,0.000000,21,178,0.000000,57,114
Sample05,0.000000,35,174,0.000000,23,182,0.000000,56,105
Sample06,0.000000,34,168,0.000000,21,178,0.000000,57,102
Sample07,0.000000,35,174,0.000000,23,182,0.000000,48,81
Sample08,0.000000,27,126,0.000000,24,184,0.000000,47,80
Sample09,0.000000,33,162,0.000000,22,180,0.000000,51,92
Sample10,0.000000,39,198,0.000000,22,180,0.000000,45,78
