Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,40,204,0.000000,21,178,0.000000,52,89
Sample02,0.000000,35,174,0.000000,22,180,0.000000,58,99
Sample03,0.000000,26,120,0.000000,25,186,0.000000,51,88
Sample04,0.000000,46,240,0.000000,18,172,0.000000,51,96
Sample05,0.000000,38,192,0.000000,23,182,0.000000,45,82
Sample06,0.000000,37,186,0.000000,23,182,0.000000,46,87
Sample07,0.000000,35,174,0.000000,22,180,0.000000,50,91
Sample08,0.000000,27,126,0.000000,22,180,0.000000,54,95
Sample09,0.000000,24,108,0.000000,25,186,0.000000,55,92
Sample10,0.000000,33,162,0.000000,24,184,0.000000,65,106
