Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,35,174,0.000000,21,178,0.000000,48,81
Sample02,0.000000,35,174,0.000000,22,180,0.000000,55,104
Sample03,0.000000,26,120,0.000000,22,180,0.000000,50,95
Sample04,0.000000,35,174,0.000000,25,186,0.000000,46,87
Sample05,0.000000,31,150,0.000000,23,182,0.000000,56,97
Sample06,0.000000,37,186,0.000000,24,184,0.000000,51,100
Sample07,0.000000,27,126,0.000000,22,180,0.000000,55,96
Sample08,0.000000,38,192,0.000000,22,180,0.000000,49,86
Sample09,0.000000,29,138,0.000000,22,180,0.000000,65,106
Sample10,0.000000,28,132,0.000000,22,180,0.000000,64,117
