Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,18,72,0.000000,23,182,0.000000,48,77
Sample02,0.000000,24,108,0.000000,24,184,0.000000,52,89
Sample03,0.000000,37,186,0.000000,24,184,0.000000,47,88
Sample04,0.000000,27,126,0.000000,24,184,0.000000,48,81
Sample05,0.000000,34,168,0.000000,23,182,0.000000,51,96
Sample06,0.000000,35,174,0.000000,20,176,0.000000,62,103
Sample07,0.000000,24,108,0.000000,20,176,0.000000,58,95
Sample08,0.000000,17,66,0.000000,22,180,0.000000,52,93
Sample09,0.000000,37,186,0.000000,23,182,0.000000,52,101
Sample10,0.000000,37,186,0.000000,22,180,0.000000,56,97
