Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,36,180,0.000000,23,182,0.000000,48,85
Sample02,0.000000,35,174,0.000000,21,178,0.000000,54,103
Sample03,0.000000,18,72,0.000000,23,182,0.000000,49,78
Sample04,0.000000,35,174,0.000000,21,178,0.000000,46,79
Sample05,0.000000,34,168,0.000000,23,182,0.000000,53,90
Sample06,0.000000,19,78,0.000000,22,180,0.000000,50,75
Sample07,0.000000,35,174,0.000000,22,180,0.000000,52,93
Sample08,0.000000,29,138,0.000000,23,182,0.000000,51,92
Sample09,0.000000,31,150,0.000000,24,184,0.000000,49,90
Sample10,0.000000,27,126,0.000000,23,182,0.000000,48,89
