Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,30,144,0.000000,23,182,0.000000,64,101
Sample02,0.000000,37,186,0.000000,21,178,0.000000,54,95
Sample03,0.000000,32,156,0.000000,21,178,0.000000,54,91
Sample04,0.000000,27,126,0.000000,24,184,0.000000,50,83
Sample05,0.000000,34,168,0.000000,24,184,0.000000,48,85
Sample06,0.000000,45,234,0.000000,19,174,0.000000,48,81
Sample07,0.000000,31,150,0.000000,24,184,0.000000,48,89
Sample08,0.000000,28,132,0.000000,24,184,0.000000,55,92
Sample09,0.000000,35,174,0.000000,22,180,0.000000,53,94
Sample10,0.000000,29,138,0.000000,24,184,0.000000,48,89
