Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,24,108,0.000000,24,184,0.000000,55,100
Sample02,0.000000,34,168,0.000000,22,180,0.000000,51,96
Sample03,0.000000,23,102,0.000000,24,184,0.000000,63,104
Sample04,0.000000,30,144,0.000000,22,180,0.000000,56,85
Sample05,0.000000,22,96,0.000000,25,186,0.000000,54,91
Sample06,0.000000,35,174,0.000000,25,186,0.000000,48,89
Sample07,0.000000,30,144,0.000000,24,184,0.000000,48,85
Sample08,0.000000,30,144,0.000000,22,180,0.000000,46,75
Sample09,0.000000,28,132,0.000000,24,184,0.000000,55,92
Sample10,0.000000,32,156,0.000000,24,184,0.000000,51,96
