Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,39,198,0.000000,22,180,0.000000,53,94
Sample02,0.000000,31,150,0.000000,22,180,0.000000,54,103
Sample03,0.000000,33,162,0.000000,23,182,0.000000,49,82
Sample04,0.000000,16,60,0.000000,20,176,0.000000,50,79
Sample05,0.000000,31,150,0.000000,23,182,0.000000,48,89
Sample06,0.000000,35,174,0.000000,22,180,0.000000,52,93
Sample07,0.000000,33,162,0.000000,23,182,0.000000,57,98
Sample08,0.000000,37,186,0.000000,25,186,0.000000,49,98
Sample09,0.000000,36,180,0.000000,22,180,0.000000,52,89
Sample10,0.000000,32,156,0.000000,23,182,0.000000,52,97
