Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,24,108,0.000000,24,184,0.000000,52,89
Sample02,0.000000,38,192,0.000000,23,182,0.000000,47,84
Sample03,0.000000,22,96,0.000000,23,182,0.000000,54,91
Sample04,0.000000,39,198,0.000000,23,182,0.000000,51,92
Sample05,0.000000,34,168,0.000000,23,182,0.000000,50,87
Sample06,0.000000,33,162,0.000000,22,180,0.000000,54,87
Sample07,0.000000,37,186,0.000000,22,180,0.000000,51,100
Sample08,0.000000,40,204,0.000000,21,178,0.000000,50,95
Sample09,0.000000,27,126,0.000000,23,182,0.000000,47,80
Sample10,0.000000,24,108,0.000000,23,182,0.000000,58,95
