Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,36,180,0.000000,22,180,0.000000,52,97
Sample02,0.000000,31,150,0.000000,24,184,0.000000,56,105
Sample03,0.000000,25,114,0.000000,24,184,0.000000,56,89
Sample04,0.000000,29,138,0.000000,23,182,0.000000,51,92
Sample05,0.000000,25,114,0.000000,25,186,0.000000,47,80
Sample06,0.000000,30,144,0.000000,23,182,0.000000,49,86
Sample07,0.000000,22,96,0.000000,24,184,0.000000,53,98
Sample08,0.000000,38,192,0.000000,21,178,0.000000,55,92
Sample09,0.000000,33,162,0.000000,23,182,0.000000,53,94
Sample10,0.000000,33,162,0.000000,21,178,0.000000,52,85
