Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,32,156,0.000000,23,182,0.000000,46,75
Sample02,0.000000,35,174,0.000000,21,178,0.000000,48,81
Sample03,0.000000,38,192,0.000000,21,178,0.000000,47,92
Sample04,0.000000,31,150,0.000000,24,184,0.000000,53,94
Sample05,0.000000,35,174,0.000000,25,186,0.000000,47,88
Sample06,0.000000,34,168,0.000000,23,182,0.000000,60,105
Sample07,0.000000,36,180,0.000000,22,180,0.000000,48,93
Sample08,0.000000,32,156,0.000000,24,184,0.000000,48,85
Sample09,0.000000,35,174,0.000000,22,180,0.000000,52,93
Sample10,0.000000,33,162,0.000000,24,184,0.000000,49,98
