Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,32,156,0.000000,24,184,0.000000,54,91
Sample02,0.000000,42,216,0.000000,21,178,0.000000,59,104
Sample03,0.000000,35,174,0.000000,22,180,0.000000,46,79
Sample04,0.000000,15,54,0.000000,22,180,0.000000,51,76
Sample05,0.000000,43,222,0.000000,23,182,0.000000,51,92
Sample06,0.000000,39,198,0.000000,23,182,0.000000,48,81
Sample07,0.000000,33,162,0.000000,22,180,0.000000,49,90
Sample08,0.000000,34,168,0.000000,23,182,0.000000,53,90
Sample09,0.000000,34,168,0.000000,23,182,0.000000,54,91
Sample10,0.000000,45,234,0.000000,18,172,0.000000,54,103
