Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,25,114,0.000000,24,184,0.000000,53,94
Sample02,0.000000,31,150,0.000000,22,180,0.000000,61,102
Sample03,0.000000,29,138,0.000000,21,178,0.000000,48,81
Sample04,0.000000,34,168,0.000000,24,184,0.000000,53,90
Sample05,0.000000,39,198,0.000000,20,176,0.000000,48,81
Sample06,0.000000,35,174,0.000000,23,182,0.000000,53,94
Sample07,0.000000,35,174,0.000000,24,184,0.000000,51,100
Sample08,0.000000,33,162,0.000000,24,184,0.000000,52,85
Sample09,0.000000,25,114,0.000000,21,178,0.000000,51,92
Sample10,0.000000,35,174,0.000000,22,180,0.000000,52,93
