Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,35,174,0.000000,22,180,0.000000,49,90
Sample02,0.000000,28,132,0.000000,24,184,0.000000,52,97
Sample03,0.000000,31,150,0.000000,22,180,0.000000,53,86
Sample04,0.000000,37,186,0.000000,23,182,0.000000,60,101
Sample05,0.000000,35,174,0.000000,23,182,0.000000,63,104
Sample06,0.000000,27,126,0.000000,23,182,0.000000,48,81
Sample07,0.000000,38,192,0.000000,21,178,0.000000,56,93
Sample08,0.000000,27,126,0.000000,23,182,0.000000,48,89
Sample09,0.000000,27,126,0.000000,20,176,0.000000,51,92
Sample10,0.000000,21,90,0.000000,20,176,0.000000,51,92
