Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,26,120,0.000000,23,182,0.000000,50,87
Sample02,0.000000,32,156,0.000000,25,186,0.000000,52,89
Sample03,0.000000,27,126,0.000000,22,180,0.000000,48,89
Sample04,0.000000,15,54,0.000000,21,178,0.000000,48,73
Sample05,0.000000,30,144,0.000000,22,180,0.000000,50,95
Sample06,0.000000,27,126,0.000000,22,180,0.000000,49,90
Sample07,0.000000,41,210,0.000000,21,178,0.000000,57,98
Sample08,0.000000,34,168,0.000000,22,180,0.000000,52,97
Sample09,0.000000,32,156,0.000000,24,184,0.000000,47,84
Sample10,0.000000,32,156,0.000000,23,182,0.000000,49,94
