Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,34,168,0.000000,21,178,0.000000,49,94
Sample02,0.000000,33,162,0.000000,23,182,0.000000,46,79
Sample03,0.000000,36,180,0.000000,22,180,0.000000,51,88
Sample04,0.000000,30,144,0.000000,21,178,0.000000,50,95
Sample05,0.000000,25,114,0.000000,22,180,0.000000,52,93
Sample06,0.000000,25,114,0.000000,25,186,0.000000,56,89
Sample07,0.000000,26,120,0.000000,22,180,0.000000,51,88
Sample08,0.000000,39,198,0.000000,22,180,0.000000,47,88
Sample09,0.000000,25,114,0.000000,23,182,0.000000,54,87
Sample10,0.000000,31,150,0.000000,24,184,0.000000,53,94
