Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,39,198,0.000000,24,184,0.000000,54,103
Sample02,0.000000,29,138,0.000000,24,184,0.000000,52,85
Sample03,0.000000,29,138,0.000000,19,174,0.000000,49,90
Sample04,0.000000,28,132,0.000000,22,180,0.000000,48,85
Sample05,0.000000,29,138,0.000000,23,182,0.000000,52,93
Sample06,0.000000,24,108,0.000000,22,180,0.000000,55,100
Sample07,0.000000,31,150,0.000000,23,182,0.000000,56,105
Sample08,0.000000,30,144,0.000000,23,182,0.000000,49,86
Sample09,0.000000,31,150,0.000000,24,184,0.000000,56,105
Sample10,0.000000,33,162,0.000000,22,180,0.000000,53,94
