Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,31,150,0.000000,24,184,0.000000,54,95
Sample02,0.000000,31,150,0.000000,23,182,0.000000,52,93
Sample03,0.000000,19,78,0.000000,24,184,0.000000,52,93
Sample04,0.000000,32,156,0.000000,23,182,0.000000,52,89
Sample05,0.000000,33,162,0.000000,23,182,0.000000,56,97
Sample06,0.000000,28,132,0.000000,24,184,0.000000,59,104
Sample07,0.000000,46,240,0.000000,19,174,0.000000,52,97
Sample08,0.000000,25,114,0.000000,21,178,0.000000,52,93
Sample09,0.000000,27,126,0.000000,21,178,0.000000,51,92
Sample10,0.000000,31,150,0.000000,24,184,0.000000,57,90
