Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,30,144,0.000000,24,184,0.000000,47,84
Sample02,0.000000,36,180,0.000000,22,180,0.000000,50,87
Sample03,0.000000,37,186,0.000000,21,178,0.000000,53,102
Sample04,0.000000,32,156,0.000000,25,186,0.000000,50,95
Sample05,0.000000,37,186,0.000000,23,182,0.000000,48,97
Sample06,0.000000,25,114,0.000000,22,180,0.000000,55,96
Sample07,0.000000,37,186,0.000000,24,184,0.000000,52,101
Sample08,0.000000,30,144,0.000000,24,184,0.000000,57,102
Sample09,0.000000,31,150,0.000000,25,186,0.000000,51,92
Sample10,0.000000,34,168,0.000000,24,184,0.000000,48,93
