Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,38,192,0.000000,24,184,0.000000,60,105
Sample02,0.000000,21,90,0.000000,19,174,0.000000,49,82
Sample03,0.000000,28,132,0.000000,23,182,0.000000,48,85
Sample04,0.000000,26,120,0.000000,22,180,0.000000,47,76
Sample05,0.000000,40,204,0.000000,23,182,0.000000,51,96
Sample06,0.000000,36,180,0.000000,23,182,0.000000,50,87
Sample07,0.000000,20,84,0.000000,20,176,0.000000,60,89
Sample08,0.000000,36,180,0.000000,25,186,0.000000,45,82
Sample09,0.000000,31,150,0.000000,24,184,0.000000,55,88
Sample10,0.000000,34,168,0.000000,22,180,0.000000,56,101
