Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,28,132,0.000000,22,180,0.000000,50,87
Sample02,0.000000,29,138,0.000000,22,180,0.000000,63,104
Sample03,0.000000,32,156,0.000000,25,186,0.000000,52,89
Sample04,0.000000,38,192,0.000000,23,182,0.000000,59,96
Sample05,0.000000,24,108,0.000000,22,180,0.000000,50,87
Sample06,0.000000,25,114,0.000000,23,182,0.000000,45,78
Sample07,0.000000,33,162,0.000000,23,182,0.000000,56,97
Sample08,0.000000,28,132,0.000000,24,184,0.000000,56,101
Sample09,0.000000,35,174,0.000000,22,180,0.000000,52,93
Sample10,0.000000,32,156,0.000000,20,176,0.000000,54,99
